name,pca_feat
Banana Lady Finger,"[-5.298334063893427,-25.29655888472353,-3.6201845669193453,-14.538672016773173,-5.664185409146088,-2.5097294068426703,6.509047878133897,6.235860685259429,-1.7954613600662326,1.2841642039218983,4.2363001694575875,-2.2106239395108433,-1.3538916619632995,3.399894864261067,1.0016082300932783,-2.3114498280547164,-1.6067889308594114,-0.8414647665514986,-3.212569267305808,2.090803840740768,-0.0530343866677951,-2.2280000246064997,-1.6809728904033099,0.10656147601747386,3.588874305213044,1.4793709874359893,1.5599257325797597,1.008552512470222,-0.4096397041964775,-0.9003252597820188,2.420318156399731,2.1793081569742654,-0.16378925944183365,-1.0447767159758776,-3.093125034604736,-0.8527781965785088,1.5729338383721978,-1.5631940568057099,0.5516078271359968,0.19101193714874443,0.24859420377160574,-1.9223111626388532,-3.6874194743815956,-2.792328178733139,-1.2402249541623334,-0.7614972809558099,-0.2974926173108269,1.416857564307482,0.5328515381387646,1.810200281327929,0.7476858223900464,-1.6191619269329711,1.1217553983072543,-0.08830847408359176]"
Ginger Root,"[-18.302379550309542,-31.696891455205794,0.16802875504441347,-14.052638773140279,-3.9528503384058995,-3.3087682441799235,1.1739232009099851,1.6861732467338255,2.3338373769465637,1.3094510544083977,2.0310460487613997,-1.9841813555829164,2.1210230159190746,-0.3064378259681922,2.4475391439522824,-0.09199988042768457,1.7358651265105973,-0.7185953138592854,-2.388495854487658,1.2470491411284867,-0.8376004717466858,-3.0020334374375635,-0.4220541705606517,1.4956009083948274,1.3031070240484492,1.1513409964877817,1.465690468690054,-1.0683639068306463,1.2160993127447624,-1.096315887676145,2.369778428903453,0.8828902658747334,-0.19702376561643595,-2.5220433849555355,-2.1881614853434956,-1.0499998738748908,-0.1394384485607292,0.5800218111099171,0.3548604171516015,1.086044077558475,0.19743233361203258,-2.3579419846079848,-3.2810724452353743,-0.7344492126431728,-0.818915990579525,-1.249783604502391,1.0224398308472267,1.3778945911188856,1.0439929001245134,2.857038579514625,0.8249014705011486,-1.9985124249211559,1.1426535100169477,-0.12311938016136725]"
Apricot,"[-5.019971058265505,-27.254676045741764,2.307485772442553,-12.374446458765044,-8.769673160287011,4.0565854768914384,3.7251023704223565,0.9993307253871093,-0.9204786186729615,0.20153050542328207,2.4282731612820534,-1.9714384742262299,0.7015567443052437,0.5464278700494144,4.324284002657001,-3.128989773942999,0.3016571665825973,-2.8646979904879397,-2.618757704935029,2.158082557357856,1.3028746632333053,-2.1339774311356057,-1.820618824570164,0.5425264973197327,2.2089779231292646,0.2311017518914283,2.66997314492473,-0.45012164312794956,0.7660962432949757,-0.4696734581975406,1.735671704147004,2.6696587397455978,-0.014149843891732175,-3.1481219466983466,-1.8836060745009053,-1.63998997212355,1.2908868024489846,0.7881267469009696,-0.3093591657163724,1.69786271175776,0.8440192040758279,-0.7740523251547258,-2.306626873811881,-1.1483582532311734,-1.157119249366938,-1.0372555490889168,0.12426617496596172,0.021527491018271862,0.32487504326391936,1.129321237422552,0.9138467084829174,-2.9330950080432396,0.9264613234011564,0.030032454144442795]"
Peach 2,"[-16.018333534060503,-17.99595799473052,-3.507603112563713,-11.762279269623493,-5.117695390372584,2.2044741524354903,-0.5825264056816947,2.807916474998448,1.0013156447676208,1.3882640698841302,5.323595442178629,-0.31252132239774333,2.8021805027475364,0.3876796138453337,5.610504518168879,-4.303422935089881,-2.615053940020218,-1.5158939702606073,-2.2157330088917493,2.629854930986963,-2.4540307671169366,-4.627115525995175,-1.1190977707458685,1.6421819275723117,0.7272872958941785,-0.734373667894812,2.748588448777044,-0.39874136153312545,0.9650657719301489,-1.0673391096786096,1.6998252927014956,2.6197264728146954,-0.3429168024731857,-2.5984531835925027,-1.091827717672941,-1.660263254193967,0.6574493961076001,-0.8749588717190604,-0.6384301727733189,1.8370222096916975,0.15955771232163454,-1.381358852071885,-1.7804409734124313,-1.873174262114698,-0.686684431748967,-1.2052810082481265,1.18903079680129,1.0447145191534222,1.06206470277883,2.0835374080449496,1.0173729517966459,-1.0769334294197297,0.2934331371416974,-0.15070687390369678]"
Potato White,"[-17.1488760559227,-24.228878363713886,1.3644552610024545,-9.649606133681058,-8.775500867544611,0.8456977732275867,0.9589434034883417,-0.8295991982306129,-2.4488222828654234,1.5093935151070137,2.7700113906818027,-1.4595122043721402,1.1779833792116252,0.803435324718584,3.7078570398042237,-1.3487200663682872,0.5242057310842018,-2.4024848183705263,-2.4641308853577026,-0.9217243884899624,1.2061482921959414,-4.350206587100428,-2.083659471253051,-0.9626183372051235,0.5924535835083108,0.9972829087308519,0.9454172843370625,0.3040116534633611,0.02752784475290244,-0.8078460868354079,2.1731592510919024,2.297235922363459,-1.4375434600046257,-2.1901174138346624,-2.3289389205014186,-2.357759321045549,0.21941541352238222,0.3454664456443897,0.02223121547743797,1.532686021370854,-0.6298641292851986,-1.4790363462781482,-1.9912841644292667,-1.120831607992861,-1.734988708059606,-1.2969879148930359,1.2394658919622779,1.4380483936908646,1.2511422167516792,1.7661173336095712,1.2314321432801376,-1.728042339437466,0.8883434621163354,-0.7552452809977703]"
Tamarillo,"[-4.896083078488793,-28.64090984228938,-0.20168174454041676,-5.782230537826597,-11.8630674961561,3.098929443807162,-1.3204294650038617,3.193567720253834,1.585829851715692,1.0588150915386128,0.3304956025986553,-2.1334866814827467,0.3070709896685812,2.0751173183883616,1.138310581428526,-1.7574333693735922,1.8760209408615844,-2.7242673346084274,-2.8981667230314168,1.3747410968877976,-1.0248189425505567,-3.3778733241302525,-0.7782633015120071,1.4967712929385706,1.0675014326388048,-0.8797970787790945,2.026189114867492,1.972631207310262,0.7538810369561787,-1.2632625801765311,1.5943835858016737,2.3660877832783185,0.5193880741594886,-3.102396942409707,-1.2063433359417002,-1.480933028034437,1.527051222694907,0.48399957534315313,-0.24338723035802767,2.5517031385801077,-0.27735191393413045,-2.2121684300728686,-1.5424280437386868,-1.1894832779314048,-0.3253273386197328,-1.4087925647305781,0.6391660725750432,0.8648193986224628,1.3908197678637317,1.6732978399788812,0.7787088831494475,-1.4774229087619954,1.6546776540612746,-0.7631367112731147]"
Corn,"[-17.81781849707837,-27.991613002401806,0.8588906762880414,-14.881378712113289,-5.404379148301414,-1.8191033619722627,-0.5374739516574629,2.0415510382066326,-1.0027375078121992,-0.9696221487979356,1.536781875516308,0.3130658563534565,4.0955427068444346,-0.2559786399302229,4.929656696808346,-1.1060845504946983,-2.054102959505735,-3.2803241131491254,-2.943614066674625,-0.18007425382286896,-1.1908538907202564,-2.1629652724105166,-1.3613695939105124,0.8744410923791687,1.980976232949045,0.3113364797250246,2.3424822304303343,-0.011876628510525228,0.41164458354230243,-0.4563547241641167,3.137518452185302,4.147491031890957,-1.305505748082223,-2.003042133929702,-1.9723610767236852,-0.5085280673574505,0.010900753007787584,0.12268927405876164,1.4822725583486847,0.45377240985085676,1.038220216940756,-1.2224226791990527,-1.7784686582363134,-1.973219742912874,-0.7336854170516658,-0.893868142196695,0.905213654003894,-0.3479655995227841,1.066157472976424,2.5581832878953157,0.16386181995823204,-0.7910294059481314,0.9985369090325854,-0.7156307175936623]"
Avocado,"[-7.743072927975865,-28.296848966989323,-9.251121567613351,-5.118037147064346,-9.498984201806422,2.0190713820545274,0.8993659820875486,1.1033499781834146,1.1181990946209208,-0.867735815772745,3.1056667227953607,-0.5612246488095347,1.6564903320457407,-1.5439772294210259,1.3061002421303018,-1.1503951417412057,0.5451543984526274,0.08812375791457287,-1.8295766443805472,2.1113476189216973,0.9396855205499343,-3.247608987367424,-2.0885569014203114,1.60314492588408,2.1398790606441596,0.7589705586823897,2.3342996776898177,0.017956224982821855,-0.2631602312221047,-1.1498452194128488,2.966793908987061,1.365839047699635,-1.240511947501465,-2.2624533723169336,-1.9152875474974413,-1.1062101493377579,0.24374734765888825,1.2906637627252966,-0.6507790454055076,0.8357406251017079,-1.0448307940454205,-2.0699445898805005,-2.394011821166713,0.004487666033080539,-0.8483274454545668,-0.9419870439914805,0.6610923850916618,0.9518390899997903,1.1364378655801832,2.6556647640302797,1.644964065817356,-0.9906822786878994,1.0375933985811867,-0.026137225507503272]"
Pear 2,"[-12.111073100165054,-34.164087679407174,1.0372320400323856,-13.290419269001378,-5.09575789939558,-2.3335175486024915,5.3815937668022205,2.9900167554671704,1.2583158819042237,-0.9860422253304175,1.8473523667701197,-0.49573528174706616,-1.5345166040108902,-1.5231049361779194,4.355070615871609,-1.7451231515330827,3.9057655271193554,-1.8585034514315328,-1.9249281679746928,0.7573769676248872,-0.8181089390225917,-3.4779847220672684,-2.508930850887292,0.841062647944267,2.3524626189667104,1.0696994830893103,2.21366738963909,2.1908866686546515,0.47158058974446354,-1.2815121269702723,1.2359715144911536,0.9841869288179345,-0.2065015051326635,-2.0868850092141367,-1.698132295915907,-1.8790122720109614,0.27579692743899914,0.22657897066791952,0.63335864056054,1.5250129655483815,-0.13789015083073347,-2.138816335029153,-2.1786823133269277,-1.6927502192744401,-1.6560710210982896,-1.5623896009367042,1.3396008201229865,0.9359083868932544,1.5497053173254922,1.3207554180623222,1.342848807948499,-1.6430576004544168,1.0721582940726135,-0.4380299728905233]"
Pear 2,"[-13.119212559351004,-33.94538304991843,0.7740450310149484,-12.94995175576033,-5.300276608437819,-2.703487717057595,5.23509862035831,2.7753306627099175,1.5204927299335573,-1.1570547486696054,1.8236932977068643,-0.9307620531778265,-0.9590287688706917,-1.3896739256946178,4.5177227427818965,-1.58275316155132,3.9977097440436737,-1.789372787226898,-1.7719036145075902,0.95828334169589,-1.027221079877976,-3.5238937151336227,-2.0669483715532295,0.8018356617996253,2.2223388381289926,0.7685738074973142,2.078728341472331,2.2219315353240847,0.5178911403815049,-1.4144766727854947,1.1857020485533394,1.03998929216361,-0.08515117399943388,-2.0785703267739564,-1.318586746488528,-1.8785942193676701,0.1538544294732968,0.36608048759692285,0.8471275657467898,1.7169959495561629,0.005780241576715624,-2.0633281627192184,-2.1715767778977626,-1.486262687364698,-1.8945816496961796,-1.5324955768531898,1.0217131072453036,0.935185380626193,1.2203787069654202,1.5008230892745156,1.3815692936516413,-1.6254359465461112,1.3368855662750334,-0.5276195241001003]"
Beetroot,"[-18.51814249761173,-24.27108621876415,1.7174881710451266,-8.528751130412772,-6.823211383590438,0.8186077131068589,0.2991850152150648,1.384130864891262,-1.3161237623944404,1.340183671969845,1.1987098127284892,-1.119203556177101,1.3785045494260322,0.8922500436914361,3.573802656002309,-0.8060665525452394,0.4205950888697753,-0.6703418659427615,-2.6034300526093963,-0.248056947591734,0.7075116468791351,-4.507406309799034,-3.2182598733961307,-0.3774169105463154,1.7488067590095637,1.7104926896816437,1.432819462486875,0.16809194618279408,0.04905185344391994,-1.785174021641419,2.247232982460303,1.884911792866244,-0.34568815328096353,-1.8751796302028545,-3.4717259728196983,-1.7414961948728085,-0.04124964733290151,0.4918380572466985,-0.39966254771142623,2.2966049041388543,-0.46105528007405716,-2.627975510026126,-1.8885392735505249,-1.5828798976792073,-1.9485363544182221,-1.3700598437414182,1.1765352655380659,1.4259584232267335,1.6142849159921244,1.0103207618824381,1.0103179351993574,-1.6304197663816824,1.4127848477673057,-0.1813115068192484]"
Kumquats,"[-2.8428729033007087,-28.001198186021764,-10.55883586413502,-8.59575552688113,-7.856342325818727,-1.988059241448395,0.964362031847728,1.8398213938958685,2.604397590324833,1.6509514103679725,3.100705166197386,-1.3201129919522596,1.3392394047475193,0.8251068046909683,2.638060209895653,1.0074434926838403,0.7802651323536257,-2.3133821059786883,-1.3644810471004176,-0.8080489409221504,0.8010572243744676,-1.8952321808259374,-0.3613182829860336,-0.904729050000864,1.8495791246950857,0.9408552916942372,2.4846206532202166,-0.04925675932764416,0.26246941167264354,-1.1963103194411377,2.4653171844633173,2.8440062890600135,0.34790187048159965,-3.189194005900524,-2.0454339223828044,-1.48184206379323,-0.06956438319330624,1.0596893815696802,0.5304913115207684,1.7034761024709557,0.39054946997583595,-1.1649569743748145,-1.443698129049403,-2.0790459747444063,-0.28730987754131593,0.13086317502322614,1.1047015792154464,1.107158624634801,2.44951005619809,2.250421662747972,0.8802353434780648,-1.9821336073190203,0.6366029856609545,-0.4486268607005846]"
Pear,"[-2.9512116433137083,-27.944664292389792,3.5684079947510883,-13.27973851414497,-7.8571775459433,2.57921016514597,1.5111388116626217,3.29118281579019,1.085080203442373,1.3302375381293172,1.0255758504776535,-1.5027179435381426,-0.4633729451869883,-0.24676771462004865,2.533771429051479,-1.4091956877426994,-0.805198835631718,-2.3971036096791067,-2.4730985188826895,1.9413226491242292,1.2415160979208388,-4.481315671454238,-1.5143349956947485,1.182138931801835,0.46289593825005876,0.46102337850381353,2.5449004387175638,-1.2174169631872669,1.4283069208410517,-2.2311587849788017,1.4878282695562974,4.056520753977136,0.10596617245290951,-2.7102995034261093,-2.8470176316083964,-1.0542161149066973,0.7916193319702348,1.0273019202830531,0.2695236524639607,1.399423492673184,-0.0659588265282029,-1.7983539076365065,-2.2453622541615466,-0.4064431673280894,-1.0902203711713865,-1.2547020285455928,0.6231836503060846,0.6146018548401531,1.3651095906058142,2.232281835872723,0.554695216937394,-1.3649538391698373,0.6444584973780149,0.42695772220781925]"
Cherry Rainier,"[1.109986386698731,-19.016144602992714,-5.01865874563702,-11.848239280176104,-3.1306318777412203,0.7188245972821045,1.1605241291347377,3.44210708584727,2.7534324985588365,0.8792156837123988,1.2042846544628023,-1.6452806540866582,-0.5196560797817098,-0.35630076346876,1.1879941634205584,-1.5529758626245251,1.0358118682535258,-1.183773173527243,-4.817458490070334,0.2845528102603195,1.2082074798578086,-3.1395607013585005,-2.479887555187231,0.38462061688585947,-0.528476877097737,0.2599819746751068,1.6069816305295626,0.888670341570178,-0.5397058801945991,-1.979493423925893,0.6452379583027944,1.6771997727150847,-1.1068039864572274,-1.7230735448286363,-1.9889642500994882,-1.1762622162813852,0.3016949580133635,-0.17170508536952447,1.8255167208929548,0.2582428776184877,-0.5149555167492477,-0.3336200224190566,-1.396800430283385,-1.0080140154692787,-1.3820482361262767,-0.8624089662544224,0.930868893280566,0.7248062400044012,1.9128629323152666,2.587290234143755,0.30198962416190894,-1.5232779878691236,1.052338126396878,-0.525724533214457]"
Pear 2,"[-9.847419953247151,-34.659714020837754,0.321828087485866,-13.80091952107044,-4.779345962226882,-0.9268902377058755,4.732320346910204,4.30709643934933,-0.11117822583837662,-2.128243267757321,2.2703061701030265,0.5446927063030313,-2.683421394628774,-1.3039728459793731,3.606614534442059,-2.169133177114333,2.5647587087970893,-2.054184722697385,-1.6301170248314452,0.3946922007727236,-1.2423515964053478,-2.505284913389682,-3.1454635001520113,0.18137891977557027,2.937636478620964,1.2518708826712177,1.8623936859005716,1.711618940173555,0.24802901231885724,-1.9433588726548325,1.1132574055783613,1.7111583140055355,-0.3042697062500513,-2.207070706640753,-2.4157410491723286,-1.0645776557700957,0.9283270968763792,0.21824404904278655,0.7282903684314568,0.7350418763463655,-0.06851078988335185,-1.434879654104674,-3.2151723326469495,-2.550141252822525,-1.000721069815593,-1.984748337982082,0.9923916712688228,1.3312383328723643,1.2326928145921967,1.0677852792097542,1.0154704975220776,-1.4594842220203326,0.828446090276879,-0.7056969127279755]"
Avocado ripe,"[-8.79553613803107,-31.26293578556181,-8.982153312331139,-11.034932927486794,-9.402622341225692,2.0942984475788324,1.1453588726412838,1.6096106439580706,0.14588690032774185,-1.6887190299302417,4.148343759660924,2.4546118262594123,2.707639502666508,-1.5863937457948731,2.4622394378136234,-1.3887565676196867,-0.4963300591281628,-1.5840493131227966,-3.6569229136582018,0.30769771899137277,-0.05186488203397638,-2.5141560157557317,-2.710694546210274,1.3333801878664016,1.466298361755407,0.7572645966396059,1.2600614958664398,-0.23461317866290107,0.8768535424299083,-0.8066532391639171,2.952233413034643,2.245333310965833,-0.8157195575525066,-1.5291645009092707,-1.8784768839552322,-1.2193108649929998,0.26078238189127356,1.4313718268941118,-1.2987589955971812,0.6662266119662663,-1.2095870508290285,-1.8728725001407442,-2.4022205731127677,-0.5427690485846879,-1.6634507673575147,-0.8093103152632524,0.14850206632195415,0.89008724014039,1.5797456697011696,1.7108032755736675,0.934584954001011,-0.0513589727702573,0.5033209989564338,-0.42424803484971746]"
Granadilla,"[-7.263360276744447,-27.033838043421177,-9.342569760137732,-6.99800342613313,-9.786827046593608,0.6061661979114252,3.367664701068288,4.207449650404514,-3.193714307026921,1.3768989290660736,2.975813556093246,-0.3868641252431754,0.3826810803749244,-1.4199154923536248,2.9115328615729443,-1.1268240522002269,0.037573596748688695,-0.44881391510367147,-5.537778732673582,0.5218347028606771,0.6888236760985289,-2.699590747545824,-0.5926764161554628,0.44652225610260177,1.722284408538552,0.19991348087640431,1.4363205297413815,-0.21142796746271747,0.1729213798167186,-1.2252556614005852,2.2292184651786076,1.4251766225801978,0.6918589953057973,-3.4094851205289505,-1.824431238403777,-1.26957079668643,0.4385079149015501,0.21266126466477236,1.1884001762603704,1.3901568572022853,-0.45095026291325463,-1.5738600548733208,-2.8145266103968627,-1.654543884418663,-1.0418871892998285,-1.6894393220180401,0.9932843840736547,0.39281357698106084,0.6883591827596286,1.4539594847992303,0.9837648342346572,-1.8155463378101044,0.806360516033466,-0.06877527755282725]"
Salak,"[-10.829887842521286,-34.910886194026766,0.12909963469910155,-12.267604649415281,-6.034206256434081,-1.9748130498412713,3.088459569235897,2.6116725646328494,-0.3912001886229623,0.533731809304689,0.6866659574002283,-0.8269738650316891,-0.2665711762673956,-0.12858603216879302,4.670757433355929,-0.8683787582305438,2.203865267744473,-1.2843762225128563,-4.094699100559588,0.3563067252132579,-1.727465021826593,-2.274395367501038,-1.6684055364427433,-0.0438871401649269,2.75669503208538,1.2468121444765572,1.4020031355282756,1.7435132861965084,1.5657228168903037,0.3087846502636499,2.07199441753422,1.8281482785766028,-1.2065787174862042,-1.551941565130623,-1.5575915838252405,-0.5733646921001354,0.734574472240999,0.5502063393421566,0.3999375244523116,1.9134163163767663,1.3422600070892146,-2.6075590279798178,-3.3678131316670252,-1.115676236548695,-1.4556583144361297,-1.3479419141321565,0.3006674864000932,0.9196332764365622,0.5803961060511592,1.8937297525161805,1.1128536761266814,-2.6636299161529613,0.7599877793420605,-1.0784755110230446]"
Ginger Root,"[-18.482971221946634,-31.764835228278727,0.1137749834419275,-13.692397017378939,-3.2638845151899503,-3.027394789099868,1.8904981536639462,1.869340579090963,2.207493702441261,1.3999682188657594,2.3303933549003184,-2.285598784262262,1.7772769793922016,-0.025332407872157525,2.945472232635616,0.05866013666328359,2.1939780540547966,-0.9461735459479099,-2.0592781952310175,0.8570416117124207,-0.7986113856799464,-3.262176760357293,-0.16316557530363934,1.5070801533615832,1.252921690171148,1.1109985003790595,1.7203752964732413,-0.684635887536426,0.94290746938919,-0.9681421233046007,2.416813138729912,0.7177405040091873,-0.24553612340586078,-2.95641390200406,-2.07155349978787,-0.5418292289507017,-0.1684537040934725,0.09818399750182875,0.590977807305168,1.4149758334104998,0.555163325053459,-1.7389984267106149,-3.4927013332633217,-0.8163016600228925,-0.8801026323501983,-0.709966451232191,1.0630812656888686,1.3379130753527977,1.6520447581645317,2.585872063904464,0.5325241111030761,-1.9193819026321652,0.8697348969826227,-0.1846066839420762]"
Salak,"[-11.285855512091294,-35.65680223534515,-6.606083616365886,-7.6323692335315485,-4.573002420122734,1.6158954419395588,1.3432811967271308,0.41715129982979593,-2.459578144896954,-2.768847480882857,1.8407517679399177,-1.1665645707442767,1.3578735174466368,0.7278964273418626,0.7382439129061382,-4.17699115520848,0.29543109456223543,-2.693682556546302,-2.459688498384448,1.4308523152313106,-1.2462944573813974,-4.2262592436649795,-0.8552297317924643,-0.19443846112948404,1.563142763688595,2.744571208047297,0.9459746325475413,1.710091506021084,-0.3141064659156548,-2.0113471315990927,1.7028963530629795,3.250466535943735,-1.222564061543997,-2.025966350942731,-2.810392322056661,-0.8012008523722922,0.29928956909235466,-0.37881338970390327,0.5264044535984745,2.211980388408812,-0.48587538188361823,-1.7939177652694784,-2.0362666958574382,-1.6358203829734959,-1.5660746488636963,-0.8164797208529637,0.9849986857430119,-0.5303772569799325,0.972705016021026,1.7303158560347323,1.2183691694150145,-1.8219838431581266,0.6501450518851197,-0.5979613693229276]"
Beetroot,"[-14.92362703894244,-30.708474718862856,-0.20533210146434225,-11.32256629309049,-6.154873161221443,0.618722417193158,5.354469249241006,2.6349545300051327,2.2502939672437208,-0.6841936825410304,2.570546634827316,0.5238096844288951,2.272580419351437,-0.05886504186527428,4.271516311257222,-0.6029006790202399,-0.7325651837593429,-3.385189862609308,-1.8465378418693095,2.070698811105156,-2.2184053043623786,-2.6004041877123285,-1.4251995962161572,0.7201401850879753,0.8887351471871704,-1.0302836320825568,2.203591503952272,0.7639598422166886,1.421906901945315,-0.951847913779659,0.9039335850317423,3.4182392392963274,-1.508647433531237,-3.1377599327284034,-0.8972214240060675,-2.6738320874169093,1.160460645629284,0.5808903157807055,0.9204713509620388,1.3083999233038868,0.5389346525517843,-1.2995787459539003,-0.5310845096997465,-1.7136330446868993,-0.09291873790617183,-1.0093358005334876,2.03492797026121,0.7036754252035201,1.4363835474901059,1.9338461645548952,1.8164152467350092,-1.6274316329308256,0.8481774626713264,0.01290502521920435]"
Cherry 2,"[-9.784396485981953,-24.730933628977688,-3.2318631564087834,-10.670623885232425,-10.423616066464032,3.8257410458616667,2.5424358614808247,1.6760316824522956,1.3503134029777826,-0.756172034398869,3.580619334385882,-2.706860269208769,-0.6853566968297179,1.9582772046457217,4.70999452818296,-2.5940114433346584,2.018429065879706,-1.5613581042857219,-6.169423238668092,1.4619183044042163,-0.06987193299700024,-2.900324812812742,-0.04040140608455172,-0.009383101004602264,3.6570540571869072,-0.8408982940988725,1.819595858997489,1.1069026066978311,0.9621187574502511,-0.1200236866441521,3.3287604614897366,1.2309024916204945,0.265684204975737,-1.4400418717553451,-3.0904825817545407,-1.8840675051242395,1.4947995249539803,0.6474869626200748,-0.21186620942094486,0.3363648579980666,-1.3632140447418166,-3.0004300142774,-0.9397810120415111,-0.34220974967081746,-1.2003153996047384,-1.7371821231256142,0.5907652778072221,0.6201778568870491,2.920368423475176,2.3233444628007005,-0.91248668214884,-1.651806576084902,0.856999318040793,-0.9182987416120976]"
Banana Lady Finger,"[-12.548114316810247,-29.337720232841367,-2.569369381147549,-16.81058971260393,-8.371547919772912,2.475084377663604,3.182895046326248,0.2371831147181015,-0.07373518088140033,-0.051370385920003266,2.806349826937845,-0.6952905763318376,0.3729208815388187,1.4666745646418413,4.218564392436684,0.012822992034728423,-1.128605265472755,-2.708527597761451,-2.0964156870060724,-0.21196078197124874,-2.6494531774571257,-3.180219410302426,-0.9833691471311644,1.1312757991891775,-0.8809556683579031,-1.4555161428408432,0.5707080354389495,1.951773533600175,-0.43525934263084826,-0.8829565041825699,2.261419547078962,1.3392898970298406,1.6759434314925425,-1.7289517010921787,-1.4226737605827746,-1.446526557934953,0.0817543212483665,0.6534696675568268,-0.06920183582368714,2.352929266985211,0.7455528005192269,-1.4144964922224985,-1.396368737888123,0.06663659764507371,-0.29970133156969936,0.8296045325537102,1.328972293660343,2.044269363355969,1.1445647216561539,1.337889653775709,1.809185056463093,0.39806637498401426,-0.1493912256579046,1.1411296121594703]"
Pepper Orange,"[-14.787732059125013,-23.162734300844452,3.1945334775416674,-13.148794117910443,-9.605666224080075,0.27181171705672685,0.07622854388353408,4.306223445498165,-1.1336852996284734,0.7937478717419766,1.1536525320175317,-1.5310034455581307,1.8180946308113954,-0.6278041929025268,3.35759453994064,-1.921806236785901,-0.7379025572298176,-2.97069546382121,-2.0223624290460096,0.12997255329163734,1.142818431980714,-2.6894495009059574,-1.9840920923510141,1.265607575607175,1.8039686641206067,1.6195029170601607,0.7661837165876794,0.7845855206687762,-1.0318724172344604,-1.9515329157765058,1.9345163528848615,2.9824885792341034,0.47275641917049843,-2.8746630247296996,-1.987723298598557,-2.416346890868455,-3.2355247742236e-06,0.6307588288108827,0.46691380494573737,1.533619510090459,-1.2186352539174443,-0.9739106111823073,-2.118606405170828,-1.2283621566579654,-1.3229392822688548,-1.1389864705311161,1.6526085266243646,0.172662675319696,1.1337971927883543,2.0160967106899266,1.2182249506483445,-2.126175474268014,1.3026827854663854,-0.19400538758220937]"
Peach 2,"[-17.299820507353463,-18.755775428143483,-4.965607338998378,-9.23016252507997,-4.102658646470106,1.518026670821847,-2.057423155429659,3.509301997004495,3.0195134567354582,0.2986617117544226,5.315942040452333,-0.09503119293834358,1.0806913425690123,1.4390670322450212,4.8690687737295,-2.2844001332653674,-2.6723357647252977,-2.24688650827064,-3.1409403032451344,2.9569853739426133,-2.037015486020273,-3.6382366373121333,-2.8340352215716873,0.10599132022589418,1.9816416757383255,-0.8120516003797333,2.460999432057523,0.24474012188926858,0.6604740433229798,-1.5589425086824455,1.7134686887288921,1.4847344668514486,0.6854443905722102,-2.253737834138855,-2.034801180891409,-0.7191663751478393,1.2507257796051718,-1.3557164933883683,-0.4905250897861659,2.004857792285588,-0.1857138022457034,-1.3713351440971366,-2.555093271749845,-1.6577149742454504,-1.2883541922882342,-1.0914470348127283,1.324957641241313,0.9407019536958772,1.1174088062523424,1.8191675115131485,1.0727479924420047,-2.7333790435191725,0.4113542821498655,-0.4811344633384838]"
Potato White,"[-17.503857267966314,-29.127534438546316,1.5675045525328661,-13.377045215896727,-5.676209908953051,-2.556332013100803,-0.2951827254139182,0.07502510702193894,0.5522561229095283,0.7827801229391942,1.2511755859093487,0.5797296440920412,4.391755024084593,0.7744746485286594,5.177478487141883,-1.6140070192518416,-0.533616681738026,-1.8764331583254406,-4.435596055520907,0.6173709461814236,-0.39095541035818265,-4.104222000217712,-1.914899663868749,0.9973818370294704,1.070910948795744,1.137405699671131,1.997780545643109,-0.8101578147468108,0.6796984194807175,-0.8930555926224625,2.0930664175442835,3.149952315000229,0.35238456897083936,-1.4974933319294306,-2.6338938841537884,-0.7128654947822808,0.06456352588740578,-0.22263267223321812,-0.06604382813588167,1.3447477379686306,-0.19867588784433293,-1.0628669364863592,-1.2649220195564206,-0.9237931389658904,-0.7428465627506025,-0.4796973658798823,1.3599770790426238,0.45638572537652106,2.0624600585335355,1.7794426847431637,0.6735563043769,-1.081141761090877,1.177646604419398,-0.1648690077450168]"
Grape White 3,"[-9.573257600910539,-17.034006271507998,-5.094905763031773,-6.239799951124737,-3.5724130215019065,-0.10823274059718527,4.329927479531743,3.4117514027812375,-2.3182772522812063,-2.6226087975450225,1.2943244739960713,0.48854459774257103,-1.4348225229133231,2.658711804817172,1.450784030695228,1.6906835323985285,2.0563765248344597,-2.7213684393109334,-2.947798390502281,0.6348199746314079,-0.9142074530219568,-4.136052844224419,-2.2891189776252077,-0.3414691204518147,-0.1513046125759649,2.412362223352807,1.4485905011335982,-0.15070046906139173,0.618500849619655,-0.5366143604232975,1.8931527206227166,1.8145133067191859,-0.16166967908190213,-2.783172390474299,-2.8382126458165935,-0.4806836414125366,0.8959207218216636,1.3933702129750933,-0.22244844941667838,1.7966826725357343,0.03838268200461912,-1.2104418026735086,-0.39318415343032936,-0.7820375605333003,-0.2044405100202898,-1.6534221606525479,1.3676216107411305,0.24653225426251194,1.6303532135248586,2.2907003860275266,1.7557776282025073,-1.5098713510794477,0.7654775307933394,-0.6997931107638109]"
